input_text,target_text,task,split
YO SIEMPRE ORAR YO DECIR AMÉN,siempre que rezo digo amén,mslg-spa,train
NOSOTROS ABRIR-HORNO PARA PASTEL,nosotros abrimos el horno para meter los pasteles,mslg-spa,train
ODONTOLOGÍA YO PENSAR ESTUDIAR,pienso estudiar odontología,mslg-spa,val
YO NO-FUI COMPUTADORA NO-SIRVE,yo no fui quien descompuso la computadora,mslg-spa,train
AYER SUÉTER YO COMPRAR,ayer compré un suéter,mslg-spa,train
la semana pasada pedí un aventón a la caseta,SEMANA PASADA YO PEDIR AVENTN LUGAR CASETA,spa-mslg,val
TÚ MALO NO DEBER,no debes ser malo,mslg-spa,train
MAESTRO ALUMNOS REUNIÓN APARTE,el maestro se reunió aparte con sus alumnos,mslg-spa,train
ESE BLANCO GATO RASGUÑAR,ese gato blanco rasguña,mslg-spa,train
MADRUGADA EXPLOSIN YO ESCUCHAR,en la madrugada escuché una explosión,mslg-spa,train
MI PERRO SUMISO MOLESTAR,mi perro es sumiso no molesta,mslg-spa,train
esa persona me abofeteó,PERSONA ÉL ABOFETEAR MÍ,spa-mslg,val
AYER SUÉTER YO COMPRAR,ayer compré un suéter,mslg-spa,train
VECINO ÉL PEDIR MI CARRO MOVER,el vecino me pidió mover mi carro,mslg-spa,train
mi jefe me pagó la mitad del sueldo,YO M JEFE PAGAR M SUELDO MITAD,spa-mslg,train
DOMINGO IGLESIA YO IR CONFESAR YO,el domingo me iré a confesar a la iglesia,mslg-spa,train
mi hermana practica snorkeling,SPANISH TO MSLG: MI HERMANO+MUJER SNORKELING ELLA PRACTICAR,spa-mslg,train
LLOVER TARDE PARECE,al parecer va a llover en la tarde,mslg-spa,train
sara encontró muchas almejas en el mar,SARA MUCHA ALMEJA ADENTRO MAR ELLA ENCONTRAR,spa-mslg,train
la comida tiene mucha grasa,COMIDA TENER MUCHO GRASA,spa-mslg,train
POLICÍA PERSEGUIR JOVEN,el policía persigue a un joven,mslg-spa,test
edgar es maestro,SPANISH TO MSLG: EDGAR MAESTRO,spa-mslg,val
MI TÍO+MUJER DELICIOSO COCINAR,mi tía cocina delicioso,mslg-spa,train
COMIDA MENOS YO QUERER,yo quiero menos comida,mslg-spa,train
yo voy a la repostería,PANADERÍA YO IR,spa-mslg,val
mi novio nace en argentina,MI NOVIO NACER LUGAR ARGENTINA,spa-mslg,train
TROMBÓN SONIDO GRAVE TENER,el trombón tiene un sonido muy grave,mslg-spa,train
la ciudad de méxico es enorme,CIUDAD-DE-MÉXICO ENORME,spa-mslg,train
PRXIMO CONFERENCIA LUGAR MONTERREY,la próxima conferencia será en monterrey,mslg-spa,train
el lunes me voy a confesar a la iglesia,DOMINGO IGLESIA YO IR CONFESAR YO,spa-mslg,val
SPANISH TO MSLG: YO TENER TRABAJO YA CONTENTO,ya tengo trabajo estoy contento,mslg-spa,train
CHAPULTEPEC YO YA VER ALGUNO DELFÍN,en chapultepec vi algunos delfines,mslg-spa,val
al parecer va a llover en la tarde,LLOVER TARDE PARECE,spa-mslg,train
ellos rebanaron la pizza en ocho partes,PIZZA OCHO ELLOS REBANAR,spa-mslg,train
HOMBRE EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,test
ayer mi mamá preparó atole,AYER MAMÁ PREPARAR ATOLE,spa-mslg,train
MOCHILA ROJA HABER DOS PAÑAL,en la mochila roja hay dos pañales,mslg-spa,train
ya descubrí su secretos,SUYO SECRETO YO YA DESCUBRIRSE YA,spa-mslg,train
ESTA SERVILLETA SUCIA,esta servilleta está sucia,mslg-spa,test
CÉSAR SU BEBÉ BONITO,el bebé de césar es muy bonito,mslg-spa,train
en diciembre del año pasado mi jefe viajó a bogotá,AÑO-PASADO DICIEMBRE BOGOTÁ MÍ JEFE VIAJAR,spa-mslg,train
la vagina es un órgano femenino,VAGINA ADENTRO CUERPO ORIGINAL MUJER,spa-mslg,train
NOSOTROS-DE-DOS TERMINAR-COMO-AMIGOS,terminamos como amigos,mslg-spa,train
en el mercado vende muchas escobas baratas,MERCADO BARATA MUCHA ESCOBA DIFERENTE VENDER,spa-mslg,train
CINTURÓN-DE-SEGURIDAD MI AUTO NO-HAY,mi auto no tiene cinturón de seguridad,mslg-spa,train
AYER CONSTANCIA SECUNDARIA ELLOS DAR MÍ,ayer me dieron la constancia de la secundaria,mslg-spa,train
LUGAR ESCUELA NOSOTROS APRENDER GRAMÁTICA,nosotros aprendemos gramática en la escuela,mslg-spa,val
a la comida le faltó un poco de sal,COMIDA FALTA SAL POQUITO,spa-mslg,train
la próxima conferencia será en monterrey,PRÓXIMO CONFERENCIA MONTERREY LUGAR,spa-mslg,test
GOBIERNO CUIDAR PERSONA,el gobierno cuida a los ciudadanos,mslg-spa,train
SIEMPRE MI FAMILIA TELETÓN DONAR DONAR,mi familia siempre dona a teletón,mslg-spa,train
ya tengo trabajo estoy enojado,YO TENER TRABAJO YA CONTENTO YO,spa-mslg,train
MI JEFE ÉL PAGAR MÍ SUELDO MITAD,mi jefe me pagó la mitad del sueldo,mslg-spa,train
él abandonó a su hijo,SU HIJO YO YA ABANDONAR YA,spa-mslg,test
ALICIA YA SUDÁFRICA VIAJAR,en la alicina en el sudáfrica es muy viajó,mslg-spa,train
edgar será maestro,SPANISH TO MSLG: EDGAR MAESTRO,spa-mslg,train
SEMANA PASADA PASTO MÍ PAPÁ HOZ CORTAR,la semana pasada mi papá cortó la hierba con la hoz,mslg-spa,test
BARRERAS COMUNICACIÓN QUITAR PODER,las barreras de comunicación pueden eliminarse,mslg-spa,train
DINERO NADA ESO GRATIS,eso no cuesta nada es gratis,mslg-spa,train
olvidé mi contraseña,YO OLVIDAR CONTRASEÑA,spa-mslg,train
GUERRERO ESTADO BONITO,guerrero es un estado bonito,mslg-spa,train
QUIÉN PRESIDENTE MÉXICO? CARLOS-SALINAS-DE-GORTARI,¿ quién fué el presidente de méxico ? carlos salinas de gortari,mslg-spa,train
MARIBEL DIPLOMA NIVEL AVANZADO,maribel cursa el nivel avanzado en el diplomado,mslg-spa,train
VACUNAS PROTEGER ENFERMEDAD,las vacunas te protegen de las enfermedades,mslg-spa,train
yo perd el jersey blanco,SUÉTER BLANCO YO PERDER,spa-mslg,train
YO M PERSONA ABOFETEAR M,esa persona me abofeteó,mslg-spa,train
la semana pasada pedí un aventón a la caseta,SEMANA PASADA YO PEDIR AVENTÓN LUGAR CASETA,spa-mslg,val
PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,las próximas vacaciones iré de viaje a ciudad obregón,mslg-spa,train
ISLANDIA DÓNDE LUGAR EUROPA,islandia se encuentra en europa,mslg-spa,train
SPANISH TO ELLA SNORKELING MSLG: PRACTICAR HERMANO+MUJER MI,mi hermana practica snorkeling,mslg-spa,train
MAESTRA MATEMÁTICAS MUCHAS BROMAS,en la maestra de matemáticas dice muchas bromas,mslg-spa,train
perdí un suéter blanco,SUÉTER BLANCO YO PERDER,spa-mslg,train
YO M JEFE PAGAR M SUELDO MITAD,mi jefe me pagó la mitad del sueldo,mslg-spa,train
en la fábrica de sabritas buscan personal para trabajar,LUGAR FABRICA SABRITAS HAY TRABAJO PARA PERSONAS,spa-mslg,train
nos vemos en el metro chabacano a las 10 de la mañana,10 MAÑANA NOS-VEMOS METRO CHABACANO,spa-mslg,train
BERLÍN CAPITAL SU ALEMANIA,berlín es la capital de alemania,mslg-spa,train
MI GATO TRANQUILO ACARICIAR,yo acaricio a mi gato él es muy tranquilo,mslg-spa,train
la próxima conferencia será en monterrey,PRXIMO CONFERENCIA LUGAR MONTERREY,spa-mslg,train
el cuando me acabo de baar siempre me pongo desodorante,SIEMPRE CUANDO ACABAR BAÑAR YO PONER-DESODORANTE,spa-mslg,train
yo abandoné a mi hijo,MI HIJO YO ABANDONAR,spa-mslg,train
mi cronometro se perdió,MI CRONÓMETRO YA PERDER,spa-mslg,train
CELAYA MI FAMILIA NOSOTROS-DE-DOS YA IR,mi mí familia y yo fuimos a celaya,mslg-spa,train
LLUVIA TUBO ROMPER,con la lluvia el tubo se rompió,mslg-spa,train
QUIÉN PRESIDENTE MÉXICO? CARLOS-SALINAS-DE-GORTARI,¿ quién fue el presidente de méxico ? carlos salinas de gortari,mslg-spa,test
¡el café está muy caliente,¡CAFÉ CALIENTE!,spa-mslg,train
MARÍA LOTERÍA GANAR AHORA MILLONARIA ELLA,maría ganó la lotería ahora es millonaria,mslg-spa,train
¿TÚ CONTESTAR MI PREGUNTA PODER?,¿ puedes contestar mi pregunta ?,mslg-spa,train
ese libro me gusta,ESE LIBRO YO GUSTAR,spa-mslg,train
DAVID SU BOMBERO PAPÁ,el papá de david es bombero,mslg-spa,train
YA ÉL ARRESTADO ESO FEO VERDAD,él fue arrestado qué feo,mslg-spa,train
yo perd el suéter negro,SUÉTER BLANCO YO PERDER,spa-mslg,train
COMIDA MENOS QUERER YO,yo quiero menos comida,mslg-spa,train
caminemos hacia el sur para encontrar agua,NOSOTROS CAMINAR A SUR PARA AGUA ENCONTRAR,spa-mslg,train
ayer mi primo conquistó a mi amiga en el cine,AYER CINE MI PRIMO YA CONQUISTAR ELLA MI AMIGO+MUJER,spa-mslg,train
mi hermana se casa el próximo domingo,PRÓXIMO-DOMINGO MI CASAR HERMANO+MUJER,spa-mslg,val
TODO CORREO-ELECTRÓNICO USAR ARROBA,todos los correos usan arroba,mslg-spa,train
ESE VESTIDO FEO YO NO-GUSTAR,ese vestido es feo no me gusta,mslg-spa,val
SEXTO-PRIMARIA MI HIJO YA REPROBAR,mi hijo reprobó el sexto de primaria,mslg-spa,val
YO CONFUNDIR TI TU MAMÁ USTEDES-DEDOS PARECIDOS,te confundo a ti y a tu mamá porque se parecen,mslg-spa,train
SPANISH TO MSLG: EDGAR MAESTRO,edgar es maestro,mslg-spa,val
UNIVERSIDAD GALLAUDET FAMOSA,la universidad gallaudet es muy famosa,mslg-spa,train
MAÑANA BARCO YA LLEGAR,el barco llegó en la mañana,mslg-spa,train
YO CONFUNDIR TI TU MAMÁ USTEDES-DEDOS PARECIDOS,te confundo a ti y a tu mamá porque se parecen,mslg-spa,train
IRÁN BANDERA COLOR VERDE BLANCO ROJO,los colores de la bandera de irán son verde blanco y rojo,mslg-spa,train
YO YA SABER LEER INGLÉS IDIOMA,yo sé leer en idioma inglés,mslg-spa,train
ayer mi mamá preparó atole,AYER MAMÁ PREPARAR ATOLE,spa-mslg,train
YO VIAJE FRANCIA YO YA EMOCIONAR,mi viaje a francia me emocionó,mslg-spa,train
tú ya debes ser reponsable ya eres un adulto,SPANISH TO MSLG: T Y A DEBER RESPONSABLE T YA ADULTO,spa-mslg,train
las próximas vacaciones iré de viaje a ciudad obregón,PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN,spa-mslg,train
CUADERNO YO NECESITAR,necesito un cuaderno,mslg-spa,train
AUSTRALIA DECIR HABER MUCHO CANGURO,dicen que en australia hay muchos canguros,mslg-spa,train
mi trabajo es muy cansado,MI TRABAJO MUCHO CANSAR CANSAR,spa-mslg,train
SPANISH TO MSLG: ROSALA TRABAJAR ARCHIVO HOSPITAL,rosalía trabaja en el archivo del hospital,mslg-spa,train
usa maleta de ruedas mejor no lastima el cuerpo,MALETA-DE-RUEDAS MEJOR CUERPO NO DOLER,spa-mslg,train
soy muy bueno para los clavados,YO CLAVADO HÁBIL YO,spa-mslg,test
? quién fué el presidente de méxico ? carlos salinas de gortari,QUIÉN PRESIDENTE MÉXICO? CARLOS-SALINAS-DE-GORTARI,spa-mslg,train
LUZ BABY-SHOWER MAÑANA,mañana será el baby shower de luz,mslg-spa,train
SENADOR GASOLINA AUMENTAR PORQUÉ ÉL EXPLICAR,el senador explica por qué la gasolina está cara,mslg-spa,val
SU LIBRO MATEMÁTICAS USTEDES SACAR,saquen su libro de matemáticas,mslg-spa,val
ELLA TENER CABELLO-LACÍO,ella tiene cabello lacio,mslg-spa,train
MI TÍO+MUJER DELICIOSO COCINAR,mi tía cocina delicioso,mslg-spa,train
AUSTRALIA DECIR CANGURO MUCHO HABER,dicen que en australia hay muchos canguros,mslg-spa,train
ESA PIEDRA BONITA BRILLO MUCHO,esa piedra está muy bonita brilla mucho,mslg-spa,train
PEZ COLOR AZUL MI FAVORITO,los peces azules son mis favoritos,mslg-spa,train
SEXTO-PRIMARIA MI HIJO YA REPROBAR,mi hijo reprobó el sexto de primaria,mslg-spa,train
la linea 12 del metro tuvo un gran fallo estructural,SPANISH TO MSLG: LINEA 12 DEL METRO TUVO UN GRAN FALLO STRUCTURAL,spa-mslg,train
CHAPULTEPEC HABER LAGO,en chapultepec hay un lago,mslg-spa,test
antier fui a un concierto de magneto en el palacio de los deportes,ANTIER PALACIO-DE-LOS-DEPORTES MAGNETO CANTAR AUDITORIO YO IR,spa-mslg,test
HOY YO IR ZOOLOGICO YO VER YA GORILA,hoy fuí al zoológico y vi un gorila,mslg-spa,train
el amigo de juana es árabe,JUANA SU AMIGO ÁRABE,spa-mslg,train
NOSOTROS ABRIR-HORNO PARA PASTEL,nosotros abrimos el horno para meter los pasteles,mslg-spa,train
¡BUENA NOCHE TÚ DESCANSAR!,¡buenas noches que descanses,mslg-spa,train
YO M PRIMO PERLEAR CONMIGO,mi primo se peleó conmigo ayer,mslg-spa,train
ESA MÁQUINA FALLA COMPONER NECESITA,esa máquina falla mucho se necesita que la compongan,mslg-spa,train
mi nieto reprobó el sexto de primaria,SEXTO-PRIMARIA MI HIJO YA REPROBAR,spa-mslg,val
JUANA LSM ELLA SABER,juana sabe lsm,mslg-spa,val
ellos admiran a la cantante madonna,CANTAR+MUJER MADONNA ELLOS ADMIRAR ELLA,spa-mslg,train
NEZAHUALCÓYOTL MUCHO CHOLO,en nezahualcóyotl hay muchos cholos,mslg-spa,train
HOMBRE EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,train
es necesario hacer ejercicio para estar sano,NECESITAR EJERCICIO EJERCICIO PARA SALUD,spa-mslg,train
diario manejo mi auto debo ponerle gasolina,DIARIO YO MANEJAR CARRO YO DEBER PONER-GASOLINA,spa-mslg,train
SECRETARIA ELLA COMPUTADORA CARTA ARCHIVO,la secretaria está capturando la carta,mslg-spa,val
SIEMPRE CUANDO ACABAR BAÑAR YO PONER-DESODORANTE,el cuando me acabo de baar siempre me pongo desodorante,mslg-spa,train
el regalé un juguete a mi ahijado,JUGUETE MI AHIJADO YO REGALAR ÉL YA,spa-mslg,train
¿DÓNDE TUYO LOCAL?,¿ dónde está tu local ?,mslg-spa,train
¿ dónde está tu cómplice ?,¿DÓNDE TUYO CÓMPLICE DÓNDE?,spa-mslg,train
SEMANA PASADA CASETA YO LUGAR PEDIR AVENTÓN,la semana pasada ped un aventón,mslg-spa,val
Y-ESO?,¿ y eso ?,mslg-spa,train
YO FELIZ MI ÉL HIJO LICENCIA-DE-CONDUCIR YA TENER,estoy feliz mi hijo ya tiene licencia de conducir,mslg-spa,train
mi tío se mudará de casa mañana,MAÑANA MI TÍO MUDARSE CASA,spa-mslg,train
JUAN GABRIEL NACER CIUDAD JUÁREZ,juan gabriel nació en ciudad juárez,mslg-spa,train
yo fui a levantar el acta a la corporación,DELEGACIÓN YO YA IR ACTA LEVANTAR,spa-mslg,train
el domingo me iré a una confirmación en la spanio,DOMINGO YO YO IR CONFIRMACIÓN,spa-mslg,val
mi hermana practica snorkeling,MI HERMANO+MUJER SNORKELING ELLA PRACTICAR,spa-mslg,train
mi jefe me pagaron la mitad del sueldo,MI JEFE ÉL PAGAR MÍ SUELDO MITAD,spa-mslg,train
ese gato negro rasguña,ESE BLANCO GATO RASGUÑAR,spa-mslg,train
él simpre está muuuy distraido,SIEMPRE MUCHO DISTRADO,spa-mslg,val
el egipcio no respondió,YO MUCHO EGIPCIO NO RESPONDER,spa-mslg,val
TODOS-SÁBADOS MI AMIGO+MUJER SUYO NOVIO CASINO IR,mi amiga y su novio van los sábados al casino,mslg-spa,train
¿ tú ya conoces argentina ?,T YA CONOCER ARGENTINA?,spa-mslg,train
las barreras de comuncación puedan eliminarse,BARRERAS COMUNICACIÓN QUITAR PODER,spa-mslg,train
TIENDA CERCA DOS CUADRAS,la tienda más cercana está a dos cuadras,mslg-spa,train
YO NO-FUI ROMPER ROMPER VIDRIO,yo no fui el que rompió el vidrio,mslg-spa,train
mi mamá me compró un calzón,MÍ MAMÁ COMPRAR CALZÓN,spa-mslg,train
SIEMPRE HIJO MÍ VECINO MUCHO DESOBEDECER,el hijo de mi vecino siempre es muy desobediente,mslg-spa,train
mi mamá cocina en la olla express caldo de pollo sabroso,MI MAMÁ COCINA OLLA-EXPRÉS POLLO CALDO SABROSO,spa-mslg,val
YO FELIZ MI HIJO LICENCIA-DE-CONDUCIR ÉL YA TENER,estoy feliz mi hijo ya tiene licencia de conducir,mslg-spa,train
SU LIBRO MATEMÁTICAS USTEDES SACAR,saquen su libro de matemáticas,mslg-spa,val
mi suegro es muy trabajador,MI SUEGRO TRABAJO TRABAJO,spa-mslg,train
él ya abusó mucho de mí,YA MUCHO ÉL ABUSAR YO,spa-mslg,train
SUBURBANO VIAJAR VELOCIDAD,en suburbano se viaja más rápido,mslg-spa,val
COMIDA FALTA SAL POQUITO,a la comida le faltó un poco de sal,mslg-spa,train
-los pavos son la comida básica en navidad,PAVO COMIDA BASICA NAVIDAD,spa-mslg,train
POLICÍA AGENTE NOSOTROS PROTEGER MÍ,la policia judicial nos protege,mslg-spa,train
mi abuela hace un chocolate muy rico,MI ABUELO+MUJER HACER RICO CHOCOLATE,spa-mslg,train
tú tienes unos hermosos ojos color café,TUS OJOS HERMOSOS COLOR CAFÉ,spa-mslg,train
la semana pasada fui a plaza universidad,"SEMANA PASADA, YO IR PLAZA UNIVERSIDAD",spa-mslg,train
AYER YA PASEAR SENTIR BIEN,ayer fui a pasear y me senti muy bien,mslg-spa,val
CONGRESO NUEVA LEY APROBAR YA,el congreso aprobó la nueva ley,mslg-spa,test
CANADÁ CASCADA DEL CATARATAS NIÁGARA BONITA,en canadá están las cataratas del niágara que son hermosas,mslg-spa,test
mi hijo reprobó un sexto de primaria,SEXTO-PRIMARIA MI HIJO YA REPROBAR,spa-mslg,train
el hijo de mi vecino siempre es sumamente desobediente,SIEMPRE HIJO MÍ VECINO MUCHO DESOBEDECER,spa-mslg,train
dicen que en australia hay muchos canguros,AUSTRALIA DECIR HABER MUCHO CANGURO,spa-mslg,train
HOMBRE EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,train
VECINO ÉL PEDIR MI CARRO MOVER,el vecino me pidió mover mi carro,mslg-spa,train
BRASILIA BONITO,brasilia es bonita,mslg-spa,train
mi amiga se inscribió en una competencia de atletismo,COMPETENCIA ATLETISMO MI AMIGO+MUJER YA INSCRIBIRSE,spa-mslg,train
PANADERÍA YO IR,yo voy a la panadería,mslg-spa,val
el gobernador colocó mucha publicidad por esas calles,HOMBRE GOBERNADOR PUBLICIDAD COLOCAR COLOCAR CALLES,spa-mslg,train
compraré la cena de navidad en la comercial mexicana,COMERCIAL MEXICANA YO COMPRAR CENA NAVIDAD,spa-mslg,train
la construcción de la escuela ya esté avanzada,LUGAR ESCUELA CONSTRUCCIN YA AVANZADA,spa-mslg,train
ese hombre parece loco,ESE HOMBRE LOCO PARECER,spa-mslg,val
yo nací por cesárea,CESÁREA YO NACER YA,spa-mslg,val
perdí mi nuevo cd,NUEVO CD YO YA PERDER,spa-mslg,train
SIEMPRE HIJO VECINO MUCHO DESOBEDECER MÍ,el hijo de mi vecino siempre es muy desobediente,mslg-spa,train
CORONA-DE-OLIVO ELLOS PONER ÉL,le pusieron la corona de olivo,mslg-spa,train
SAPO YA CONVERTIR PERSONA PRÍNCIPE,el sapo se convirtió en prncipe,mslg-spa,test
NOSOTROS-DE-DOS TERMINAR-COMO-AMIGOS,terminamos como amigos,mslg-spa,train
no traigo efectivo,EFECTIVO NINGÚN YO TRAER,spa-mslg,train
mis amigos argentinos estudiaron fisiología,MI AMIGO ARGENTINA ANTROPOLOGÍA ELLOS ESTUDIAR YA,spa-mslg,train
mi amigo me besó en el cine,CINE MI AMIGO ÉL BESAR MÍ YA,spa-mslg,train
¿CUÁNTOS MÉXICO-NACIONAL SORDOS HABER?,¿ cuántos sordos hay en méxico ?,mslg-spa,train
MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,mi hermano terminó con su novia,mslg-spa,train
JUANA SU AMIGO ÁRABE,el amigo de juana es árabe,mslg-spa,train
CAMPESINO MAÍZ SEMBRAR,el campesino siembra maíz,mslg-spa,train
AYER SU ROPA SUCIA MI HERMANO LAVAR,ayer mi hermano lavó su ropa sucia,mslg-spa,train
eso es feo parece vulgar,ESO FEO PARECE VULGAR,spa-mslg,val
islandia se encuentra en europa,ISLANDIA DÓNDE LUGAR EUROPA,spa-mslg,train
en diciembre muchas personas van a esquiar,DICIEMBRE MUCHAS PERSONAS ESQUIAR IR,spa-mslg,train
ya dime la verdad no eludas la pregunta,YA TÚ DECIR MÍ NO ELUDIR PREGUNTA,spa-mslg,train
ELLA TENER LUNAR BONITO,ella tiene una lunar bonito,mslg-spa,train
AYER COCA-COLA COMPRAR YO,yo compré una coca cola ayer,mslg-spa,train
CRISTIANA YO CREER FE,yo creo en la fe cristiana,mslg-spa,train
mi hermano es activo,MI HERMANO ACTIVO,spa-mslg,train
el regaló un juguete a mi padrino,JUGUETE MI AHIJADO YO REGALAR ÉL YA,spa-mslg,val
el domingo me iré a confesar a la iglesia,DOMINGO IGLESIA YO IR CONFESAR YO,spa-mslg,val
OJALÁ TÚ ÉXITO,ojalá tengas éxito,mslg-spa,train
PRXIMO-DOMINGO MI HERMANO+MUJER CASAR,mi hermana se casa el próximo domingo,mslg-spa,train
a mí no me gustan esas arañas,YO NO GUSTAR ARAÑA,spa-mslg,train
HOMBRE EGIPCIO NO RESPONDER,el egipcio no respondió,mslg-spa,train
ese profesor simpre está amargado ¡qué feo,ESE PROFESOR SIEMPRE AMARGADO ESO ¡FEO!,spa-mslg,train
SPANISH TO MSLG: MI HERMANO+MUJER SNORKELING ELLA PRACTICAR,mi hermana practica snorkeling,mslg-spa,train
¿Y-ESO?,¿ y eso ?,mslg-spa,train
el vecino me pidieron mover mi carro,VECINO ÉL PEDIR MI CARRO MOVER,spa-mslg,train
tengo un partido en el deportivo galeana,SPANISH TO MSLG: TENER PARTICIPAR DEPORTIVO-GALEANA,spa-mslg,train
la semana pasada ped un aventón a la caseta,SEMANA PASADA YO PEDIR AVENTÓN LUGAR CASETA,spa-mslg,train
HOMBRE MUJERIEGO MUCHO,hay muchos hombres mujeriegos,mslg-spa,train
ÉL BUENO ALUMNO ÉL,él es un buen alumno,mslg-spa,test
JOVEN HOMBRE DEPORTE RAFTING,el deportista de rafting es joven,mslg-spa,train
aimé saltó en paracaídas,AIMÉ SALTAR PARACAIDAS,spa-mslg,train
¿DÓNDE BALÓN DÓNDE?,¿ dónde hay un balón ?,mslg-spa,train
ya tengo trabajo estoy contento,SPANISH TO MSLG: YO TENER TRABAJO YA CONTENTO,spa-mslg,train
MI COMPAÑERO TRABAJO FIESTA DESEAR INSISTIR DENTRO DESEAR,mi compañero de trabajo insiste en hacer una fiesta,mslg-spa,train
DIARIO PARQUE SALVADOR BOX EJERCER,salvador entrena box diario en el parque,mslg-spa,train
mi amigo me besó en el cinea,YO M AMIGO YA BESAR CINE,spa-mslg,train
YO M JEFE PAGAR M SUELDO MITAD,mi jefe me pagó la mitad del sueldo,mslg-spa,train
AHORA TÚ RECÁMARA TÚ LIMPIAR,ahora tú limpia tu recámara,mslg-spa,train
CANADÁ CASCADA CATARATAS DEL NIÁGARA BONITA,en canadá están las cataratas del niágara que son hermosas,mslg-spa,test
los niños tienen piojos,NIÑO NIÑO TENER PIOJO,spa-mslg,train
la sopa está caliente,SOPA CALIENTE,spa-mslg,train
MI HIJO+MUJER PATO ELLA GUSTAR MUCHO,a mi hija le gustan los patos,mslg-spa,train
LUGAR ESCUELA YA AVANZADA CONSTRUCCIN,la construcción de la escuela ya está avanzada,mslg-spa,train
tú eres muy afortunado en todo,TODO AFORTUNADO,spa-mslg,train
ÉL GRAVE,él está muy grave,mslg-spa,train
YO MAM COCINA OLLA-EXPRÉS POLLO CALDO SABROSO,mi mamá cocina en la olla express caldo de pollo sabroso,mslg-spa,train
QUIÉN PRESIDENTE MÉXICO? CARLOS-SALINAS-DE-GORTARI,¿ quién fué el presidente de méxico ? carlos salinas de gortari,mslg-spa,train
el perro tiene mucha sed,PERRO MUCHO SED,spa-mslg,train
AYER ADIÓS TÚ DECIR NADA,ayer no me dijiste adiós,mslg-spa,train
NADA YO NO-QUERER NADA,no quiero nada,mslg-spa,test
cuídate mucho nos vemos mañana,TÚ CUIDAR MUCHO MAÑANA VERNOS,spa-mslg,test
filipinas está en asia,FILIPINAS SUYO ASIA,spa-mslg,train
CANADÁ CASCADA CATARATAS DEL NIÁGARA BONITA,en canadá están las cataratas del niágara que son hermosas,mslg-spa,test
ESCUELA CONSTRUCCIÓN YA AVANZADA,la construcción de la escuela ya está avanzada,mslg-spa,train
YO IR BAÑO,voy al baño,mslg-spa,train
MI VECINO+MUJER SU HIJO+MUJER TENER AUTISMO,la hija de mi vecina tiene autismo,mslg-spa,train
